image_id,file_name,split
1971,1952.jpg,train
352,352.jpg,train
781,772.jpg,train
462,462.jpg,train
1602,1583.jpg,train
871,856.jpg,train
2228,2209.jpg,train
2293,2274.jpg,train
1361,1342.jpg,train
2250,2231.jpg,train
1705,1686.jpg,train
1247,1228.jpg,train
1311,1292.jpg,train
1273,1254.jpg,train
1904,1885.jpg,train
394,394.jpg,train
1215,1196.jpg,train
1045,1026.jpg,train
2307,2288.jpg,train
1136,1117.jpg,train
1414,1395.jpg,train
1509,1490.jpg,train
2076,2057.jpg,train
853,838.jpg,train
1498,1479.jpg,train
648,644.jpg,train
2215,2196.jpg,train
1873,1854.jpg,train
803,792.jpg,train
58,58.jpg,train
1964,1945.jpg,train
1402,1383.jpg,train
2058,2039.jpg,train
1165,1146.jpg,train
70,70.jpg,train
451,451.jpg,train
1072,1053.jpg,train
1127,1108.jpg,train
2004,1985.jpg,train
1515,1496.jpg,train
1708,1689.jpg,train
598,594.jpg,train
2033,2014.jpg,train
1345,1326.jpg,train
506,506.jpg,train
182,182.jpg,train
78,78.jpg,train
836,823.jpg,train
1824,1805.jpg,train
1519,1500.jpg,train
203,203.jpg,train
2183,2164.jpg,train
2258,2239.jpg,train
1265,1246.jpg,train
1002,983.jpg,train
883,867.jpg,train
863,848.jpg,train
358,358.jpg,train
2259,2240.jpg,train
1621,1602.jpg,train
1882,1863.jpg,train
2092,2073.jpg,train
1732,1713.jpg,train
1885,1866.jpg,train
173,173.jpg,train
974,956.jpg,train
1350,1331.jpg,train
767,758.jpg,train
318,318.jpg,train
2278,2259.jpg,train
1095,1076.jpg,train
1229,1210.jpg,train
760,751.jpg,train
608,604.jpg,train
2140,2121.jpg,train
1685,1666.jpg,train
2336,2317.jpg,train
2147,2128.jpg,train
1868,1849.jpg,train
2255,2236.jpg,train
1102,1083.jpg,train
737,729.jpg,train
1492,1473.jpg,train
1400,1381.jpg,train
977,959.jpg,train
1507,1488.jpg,train
1171,1152.jpg,train
1647,1628.jpg,train
428,428.jpg,train
2247,2228.jpg,train
415,415.jpg,train
1511,1492.jpg,train
785,775.jpg,train
1998,1979.jpg,train
840,827.jpg,train
1925,1906.jpg,train
471,471.jpg,train
1130,1111.jpg,train
1590,1571.jpg,train
44,44.jpg,train
1568,1549.jpg,train
1167,1148.jpg,train
812,801.jpg,train
1500,1481.jpg,train
1121,1102.jpg,train
1074,1055.jpg,train
548,546.jpg,train
1099,1080.jpg,train
133,133.jpg,train
180,180.jpg,train
1714,1695.jpg,train
510,510.jpg,train
1224,1205.jpg,train
1339,1320.jpg,train
1579,1560.jpg,train
1734,1715.jpg,train
1329,1310.jpg,train
1963,1944.jpg,train
1542,1523.jpg,train
1320,1301.jpg,train
210,210.jpg,train
2204,2185.jpg,train
2103,2084.jpg,train
1156,1137.jpg,train
405,405.jpg,train
226,226.jpg,train
47,47.jpg,train
1243,1224.jpg,train
2127,2108.jpg,train
542,540.jpg,train
1474,1455.jpg,train
2006,1987.jpg,train
716,709.jpg,train
702,695.jpg,train
2171,2152.jpg,train
114,114.jpg,train
854,839.jpg,train
354,354.jpg,train
1424,1405.jpg,train
1675,1656.jpg,train
753,744.jpg,train
1723,1704.jpg,train
1169,1150.jpg,train
453,453.jpg,train
626,622.jpg,train
1668,1649.jpg,train
1504,1485.jpg,train
1463,1444.jpg,train
1052,1033.jpg,train
2096,2077.jpg,train
84,84.jpg,train
698,691.jpg,train
1781,1762.jpg,train
1443,1424.jpg,train
2265,2246.jpg,train
160,160.jpg,train
927,910.jpg,train
2196,2177.jpg,train
1743,1724.jpg,train
1797,1778.jpg,train
873,858.jpg,train
2276,2257.jpg,train
379,379.jpg,train
1140,1121.jpg,train
350,350.jpg,train
848,834.jpg,train
1423,1404.jpg,train
386,386.jpg,train
1181,1162.jpg,train
870,855.jpg,train
1764,1745.jpg,train
2322,2303.jpg,train
1832,1813.jpg,train
1353,1334.jpg,train
72,72.jpg,train
411,411.jpg,train
775,766.jpg,train
2306,2287.jpg,train
1340,1321.jpg,train
1395,1376.jpg,train
7,7.jpg,train
1085,1066.jpg,train
1688,1669.jpg,train
1180,1161.jpg,train
1919,1900.jpg,train
1228,1209.jpg,train
1875,1856.jpg,train
2178,2159.jpg,train
1742,1723.jpg,train
718,711.jpg,train
681,674.jpg,train
2137,2118.jpg,train
1821,1802.jpg,train
1905,1886.jpg,train
1523,1504.jpg,train
1941,1922.jpg,train
633,629.jpg,train
1253,1234.jpg,train
2142,2123.jpg,train
440,440.jpg,train
232,232.jpg,train
2043,2024.jpg,train
286,286.jpg,train
861,846.jpg,train
2084,2065.jpg,train
823,810.jpg,train
1141,1122.jpg,train
891,875.jpg,train
1996,1977.jpg,train
1938,1919.jpg,train
1173,1154.jpg,train
1021,1002.jpg,train
1297,1278.jpg,train
520,520.jpg,train
1334,1315.jpg,train
1610,1591.jpg,train
1534,1515.jpg,train
320,320.jpg,train
619,615.jpg,train
295,295.jpg,train
1794,1775.jpg,train
856,841.jpg,train
1625,1606.jpg,train
1571,1552.jpg,train
839,826.jpg,train
1949,1930.jpg,train
421,421.jpg,train
1299,1280.jpg,train
1717,1698.jpg,train
338,338.jpg,train
2266,2247.jpg,train
579,576.jpg,train
1134,1115.jpg,train
62,62.jpg,train
1711,1692.jpg,train
1605,1586.jpg,train
382,382.jpg,train
1986,1967.jpg,train
772,763.jpg,train
99,99.jpg,train
443,443.jpg,train
96,96.jpg,train
88,88.jpg,train
983,965.jpg,train
1092,1073.jpg,train
1114,1095.jpg,train
711,704.jpg,train
157,157.jpg,train
2340,2321.jpg,train
1644,1625.jpg,train
2129,2110.jpg,train
1476,1457.jpg,train
1940,1921.jpg,train
1365,1346.jpg,train
98,98.jpg,train
1091,1072.jpg,train
1376,1357.jpg,train
1600,1581.jpg,train
1394,1375.jpg,train
2232,2213.jpg,train
1682,1663.jpg,train
1649,1630.jpg,train
912,895.jpg,train
967,949.jpg,train
221,221.jpg,train
748,739.jpg,train
568,565.jpg,train
1451,1432.jpg,train
2292,2273.jpg,train
1505,1486.jpg,train
118,118.jpg,train
726,719.jpg,train
2309,2290.jpg,train
999,980.jpg,train
441,441.jpg,train
1486,1467.jpg,train
1412,1393.jpg,train
1033,1014.jpg,train
1974,1955.jpg,train
1886,1867.jpg,train
1276,1257.jpg,train
1230,1211.jpg,train
1952,1933.jpg,train
889,873.jpg,train
1430,1411.jpg,train
604,600.jpg,train
1170,1151.jpg,train
644,640.jpg,train
2068,2049.jpg,train
2263,2244.jpg,train
68,68.jpg,train
2175,2156.jpg,train
1330,1311.jpg,train
1852,1833.jpg,train
2269,2250.jpg,train
1192,1173.jpg,train
1005,986.jpg,train
738,730.jpg,train
1520,1501.jpg,train
111,111.jpg,train
1896,1877.jpg,train
437,437.jpg,train
1864,1845.jpg,train
2014,1995.jpg,train
1660,1641.jpg,train
2261,2242.jpg,train
1183,1164.jpg,train
665,659.jpg,train
2238,2219.jpg,train
1697,1678.jpg,train
536,534.jpg,train
2122,2103.jpg,train
1120,1101.jpg,train
814,803.jpg,train
1217,1198.jpg,train
1109,1090.jpg,train
1337,1318.jpg,train
227,227.jpg,train
2202,2183.jpg,train
1070,1051.jpg,train
1777,1758.jpg,train
612,608.jpg,train
2200,2181.jpg,train
371,371.jpg,train
1652,1633.jpg,train
1608,1589.jpg,train
488,488.jpg,train
66,66.jpg,train
773,764.jpg,train
117,117.jpg,train
541,539.jpg,train
2031,2012.jpg,train
769,760.jpg,train
1051,1032.jpg,train
54,54.jpg,train
2271,2252.jpg,train
943,926.jpg,train
2071,2052.jpg,train
332,332.jpg,train
1478,1459.jpg,train
244,244.jpg,train
955,937.jpg,train
1805,1786.jpg,train
367,367.jpg,train
16,16.jpg,train
135,135.jpg,train
2328,2309.jpg,train
1541,1522.jpg,train
1851,1832.jpg,train
113,113.jpg,train
179,179.jpg,train
831,818.jpg,train
257,257.jpg,train
1026,1007.jpg,train
2148,2129.jpg,train
149,149.jpg,train
896,880.jpg,train
1698,1679.jpg,train
1275,1256.jpg,train
615,611.jpg,train
1362,1343.jpg,train
821,808.jpg,train
2164,2145.jpg,train
804,793.jpg,train
1079,1060.jpg,train
1513,1494.jpg,train
907,891.jpg,train
2316,2297.jpg,train
1057,1038.jpg,train
1250,1231.jpg,train
2045,2026.jpg,train
1716,1697.jpg,train
1139,1120.jpg,train
1384,1365.jpg,train
71,71.jpg,train
1422,1403.jpg,train
583,579.jpg,train
975,957.jpg,train
2173,2154.jpg,train
2108,2089.jpg,train
342,342.jpg,train
819,806.jpg,train
1054,1035.jpg,train
22,22.jpg,train
1219,1200.jpg,train
1701,1682.jpg,train
1293,1274.jpg,train
218,218.jpg,train
1893,1874.jpg,train
1429,1410.jpg,train
1163,1144.jpg,train
1813,1794.jpg,train
1944,1925.jpg,train
126,126.jpg,train
195,195.jpg,train
283,283.jpg,train
1894,1875.jpg,train
63,63.jpg,train
1992,1973.jpg,train
2015,1996.jpg,train
2273,2254.jpg,train
1328,1309.jpg,train
377,377.jpg,train
2029,2010.jpg,train
1017,998.jpg,train
1302,1283.jpg,train
1999,1980.jpg,train
2176,2157.jpg,train
1994,1975.jpg,train
1922,1903.jpg,train
455,455.jpg,train
1884,1865.jpg,train
1508,1489.jpg,train
1985,1966.jpg,train
34,34.jpg,train
1046,1027.jpg,train
2169,2150.jpg,train
1178,1159.jpg,train
418,418.jpg,train
635,631.jpg,train
1779,1760.jpg,train
869,854.jpg,train
102,102.jpg,train
1626,1607.jpg,train
425,425.jpg,train
1386,1367.jpg,train
1707,1688.jpg,train
754,745.jpg,train
1029,1010.jpg,train
606,602.jpg,train
430,430.jpg,train
1530,1511.jpg,train
1197,1178.jpg,train
721,714.jpg,train
1843,1824.jpg,train
1722,1703.jpg,train
1792,1773.jpg,train
2069,2050.jpg,train
465,465.jpg,train
1439,1420.jpg,train
139,139.jpg,train
553,551.jpg,train
1496,1477.jpg,train
1322,1303.jpg,train
100,100.jpg,train
119,119.jpg,train
505,505.jpg,train
1989,1970.jpg,train
628,624.jpg,train
77,77.jpg,train
93,93.jpg,train
287,287.jpg,train
239,239.jpg,train
1295,1276.jpg,train
1119,1100.jpg,train
969,951.jpg,train
130,130.jpg,train
1483,1464.jpg,train
678,672.jpg,train
52,52.jpg,train
984,966.jpg,train
1405,1386.jpg,train
1577,1558.jpg,train
770,761.jpg,train
1196,1177.jpg,train
2005,1986.jpg,train
764,755.jpg,train
1283,1264.jpg,train
254,254.jpg,train
1607,1588.jpg,train
1251,1232.jpg,train
822,809.jpg,train
1089,1070.jpg,train
1305,1286.jpg,train
827,814.jpg,train
1390,1371.jpg,train
289,289.jpg,train
1995,1976.jpg,train
1331,1312.jpg,train
1547,1528.jpg,train
1176,1157.jpg,train
1532,1513.jpg,train
2285,2266.jpg,train
528,527.jpg,train
337,337.jpg,train
1656,1637.jpg,train
1047,1028.jpg,train
759,750.jpg,train
271,271.jpg,train
412,412.jpg,train
360,360.jpg,train
1634,1615.jpg,train
1623,1604.jpg,train
1110,1091.jpg,train
185,185.jpg,train
270,270.jpg,train
757,748.jpg,train
69,69.jpg,train
1969,1950.jpg,train
637,633.jpg,train
81,81.jpg,train
199,199.jpg,train
2097,2078.jpg,train
514,514.jpg,train
1870,1851.jpg,train
2195,2176.jpg,train
730,722.jpg,train
472,472.jpg,train
591,587.jpg,train
1037,1018.jpg,train
101,101.jpg,train
2052,2033.jpg,train
1709,1690.jpg,train
824,811.jpg,train
45,45.jpg,train
609,605.jpg,train
1836,1817.jpg,train
745,736.jpg,train
792,782.jpg,train
486,486.jpg,train
1847,1828.jpg,train
1009,990.jpg,train
2304,2285.jpg,train
1783,1764.jpg,train
623,619.jpg,train
1831,1812.jpg,train
1317,1298.jpg,train
885,869.jpg,train
617,613.jpg,train
1881,1862.jpg,train
1809,1790.jpg,train
1406,1387.jpg,train
2267,2248.jpg,train
1584,1565.jpg,train
1526,1507.jpg,train
1997,1978.jpg,train
524,523.jpg,train
2003,1984.jpg,train
521,521.jpg,train
963,945.jpg,train
476,476.jpg,train
294,294.jpg,train
1039,1020.jpg,train
494,494.jpg,train
1927,1908.jpg,train
162,162.jpg,train
1307,1288.jpg,train
349,349.jpg,train
369,369.jpg,train
1289,1270.jpg,train
1467,1448.jpg,train
501,501.jpg,train
299,299.jpg,train
899,883.jpg,train
777,768.jpg,train
744,735.jpg,train
605,601.jpg,train
115,115.jpg,train
671,665.jpg,train
1780,1761.jpg,train
2026,2007.jpg,train
2048,2029.jpg,train
341,341.jpg,train
926,909.jpg,train
2116,2097.jpg,train
202,202.jpg,train
905,889.jpg,train
186,186.jpg,train
1437,1418.jpg,train
593,589.jpg,train
1704,1685.jpg,train
1606,1587.jpg,train
1988,1969.jpg,train
1128,1109.jpg,train
1741,1722.jpg,train
654,649.jpg,train
789,779.jpg,train
2236,2217.jpg,train
1906,1887.jpg,train
1323,1304.jpg,train
2221,2202.jpg,train
701,694.jpg,train
2260,2241.jpg,train
1418,1399.jpg,train
1366,1347.jpg,train
2162,2143.jpg,train
855,840.jpg,train
296,296.jpg,train
32,32.jpg,train
1234,1215.jpg,train
1097,1078.jpg,train
205,205.jpg,train
919,902.jpg,train
1440,1421.jpg,train
687,680.jpg,train
1048,1029.jpg,train
1425,1406.jpg,train
1284,1265.jpg,train
1793,1774.jpg,train
312,312.jpg,train
802,791.jpg,train
791,781.jpg,train
2130,2111.jpg,train
658,652.jpg,train
90,90.jpg,train
857,842.jpg,train
1531,1512.jpg,train
1695,1676.jpg,train
1191,1172.jpg,train
1710,1691.jpg,train
2159,2140.jpg,train
1961,1942.jpg,train
1773,1754.jpg,train
782,773.jpg,train
2061,2042.jpg,train
1367,1348.jpg,train
2044,2025.jpg,train
714,707.jpg,train
1767,1748.jpg,train
1123,1104.jpg,train
2348,2329.jpg,train
305,305.jpg,train
2284,2265.jpg,train
2189,2170.jpg,train
2149,2130.jpg,train
1355,1336.jpg,train
1364,1345.jpg,train
550,548.jpg,train
1059,1040.jpg,train
704,697.jpg,train
1731,1712.jpg,train
1497,1478.jpg,train
1903,1884.jpg,train
280,280.jpg,train
1060,1041.jpg,train
391,391.jpg,train
797,786.jpg,train
297,297.jpg,train
1252,1233.jpg,train
954,936.jpg,train
1516,1497.jpg,train
986,968.jpg,train
1008,989.jpg,train
866,851.jpg,train
562,560.jpg,train
1062,1043.jpg,train
602,598.jpg,train
1267,1248.jpg,train
316,316.jpg,train
2123,2104.jpg,train
1631,1612.jpg,train
2101,2082.jpg,train
1344,1325.jpg,train
1479,1460.jpg,train
850,836.jpg,train
1984,1965.jpg,train
1450,1431.jpg,train
1148,1129.jpg,train
2323,2304.jpg,train
325,325.jpg,train
491,491.jpg,train
1653,1634.jpg,train
1744,1725.jpg,train
1712,1693.jpg,train
2063,2044.jpg,train
594,590.jpg,train
269,269.jpg,train
1144,1125.jpg,train
2153,2134.jpg,train
2028,2009.jpg,train
2235,2216.jpg,train
1902,1883.jpg,train
1040,1021.jpg,train
750,741.jpg,train
1081,1062.jpg,train
